ordemdecompra,corteinicio,cortefim,cortepausa,corteresp,customizacaoinicio,customizacaofim,customizacaopausa,customizacaoresp,coladeirainicio,coladeirafim,coladeirapausa,coladeiraresp,usinageminicio,usinagemfim,usinagempausa,usinagemresp,montageminicio,montagemfim,montagempausa,montagemresp,paineisinicio,paineisfim,paineispausa,paineisresp,embalageminicio,embalagemfim,embalagempausa,embalagemresp,observacoes,conferido,motorista,tamanho,separacao,acabamentoresp,acabamentoinicio,acabamentofim,acabamentopausa
4210260706,2024-12-12 18:17:33,2024-12-13 08:22:26,false,61,2024-12-13 09:48:00,2024-12-13 10:02:00,false,68,2024-12-13 09:27:00,2024-12-13 09:55:00,false,105,2024-12-13 11:25:00,2024-12-14 08:31:00,false,29,2024-12-30 14:10:00,2024-12-31 11:00:00,false,11,2024-12-16 07:04:55,2024-12-16 07:04:55,false,0,2025-01-02 11:10:00,2025-01-02 11:27:00,false,65,,96,15,PEQUENO,2025-01-02 17:16:00,0,,,false
4210260707,2024-12-16 08:30:51,2024-12-16 08:57:43,false,98,2024-12-16 10:15:00,2024-12-16 10:23:00,false,68,2023-12-16 14:20:00,2024-12-16 14:30:00,false,6,2024-12-17 10:53:00,2024-12-17 11:08:00,false,29,2024-12-30 11:50:00,2025-01-02 14:14:00,false,87,2024-12-17 11:33:44,2024-12-17 11:33:44,false,0,2025-01-02 15:10:00,2025-01-02 15:20:00,false,65,,96,15,PEQUENO,2025-01-03 11:53:00,0,,,false
4210260708,2024-12-17 07:27:34,2024-12-17 17:19:55,false,27,2024-12-18 07:58:00,2024-12-18 08:24:00,false,68,2024-12-18 08:08:00,2024-12-18 11:55:00,false,105,2024-12-31 09:55:00,2025-01-02 14:27:00,true,29,2025-01-02 14:40:00,2025-01-06 17:05:00,false,21,2024-12-19 11:48:00,2024-12-23 13:34:00,false,35,2025-01-15 13:10:00,2025-01-15 17:12:00,false,62,3,96,15,GRANDE,2025-01-16 11:34:00,0,,,false
4210260709,2024-12-16 09:07:35,2024-12-16 09:41:33,false,98,2024-12-16 10:03:00,2024-12-16 10:12:00,false,68,2024-12-16 14:17:00,2024-12-16 14:44:00,false,6,2024-12-17 11:25:00,2024-12-17 15:00:00,true,29,2024-12-30 16:00:00,2025-01-02 09:05:00,false,30,2024-12-23 09:40:00,2024-12-23 16:20:00,false,83,2025-01-02 11:30:00,2024-01-02 11:50:00,false,62,,96,15,PEQUENO,2025-01-03 08:34:00,0,,,false
4210260710,2024-12-16 14:09:56,2024-12-16 17:17:28,true,98,2024-12-17 09:20:00,2024-12-17 09:33:00,false,68,2024-12-17 15:30:00,2024-12-17 16:35:00,false,6,2024-12-18 13:40:00,2024-12-19 16:30:00,true,71,2024-12-31 09:15:00,2025-01-03 08:55:00,false,13,2024-12-30 07:50:00,2024-12-30 10:29:00,false,83,2025-01-02 15:20:00,2025-01-03 10:40:00,true,62,"03/01/2025 ; ATENÇAO FALTA TAPA FURO NOGUEIRA GRANDE , PEQUENO 06/01/2025 OK",96,15,MÉDIO,2025-01-03 16:11:00,0,,,false
4210260711,2024-12-16 09:46:25,2024-12-16 11:37:01,false,98,2024-12-16 14:21:10,2024-12-16 14:55:00,false,68,2024-12-16 13:05:00,2024-12-16 14:15:00,false,6,2024-12-17 07:20:00,2024-12-17 10:51:00,false,29,2024-12-30 15:10:00,2024-12-31 09:05:00,false,13,2024-12-17 11:30:50,2024-12-17 11:30:50,false,0,2025-01-02 10:15:00,2025-01-02 11:07:00,false,65,"03/01/2025 ATENÇAO FALTA TAPA FURO NOGUEIRA PERSA GRANDE ,PEQUENO OK",96,15,PEQUENO,2025-01-03 08:48:00,0,,,false
4210260801,2024-10-07 09:00:41,2024-10-07 10:45:32,false,22,2024-10-07 10:48:00,2024-10-07 11:04:00,false,68,2024-10-07 11:48:00,2024-10-07 13:42:00,false,54,2024-10-09 10:30:00,2024-10-09 11:30:00,false,32,2024-10-09 14:30:00,2024-10-10 13:40:00,false,21,2024-10-09 11:56:53,2024-10-09 11:56:53,false,0,2024-10-17 14:28:00,2024-10-17 15:18:00,false,62,FALTANDO 2 PORTAS DE ALUMINIO 1342X 272 ok   30/10 THIAGO,34,15,MÉDIO,2024-10-30 08:00:00,0,,,false
4210260802,2024-10-07 10:53:34,2024-10-07 11:50:25,false,22,2024-10-07 13:01:00,2024-10-07 13:05:00,false,68,2024-10-07 13:37:00,2024-10-07 14:26:00,false,9,2024-10-09 11:00:00,2024-10-09 11:14:00,false,71,2024-10-09 15:30:00,2024-10-10 10:04:00,false,99,2024-10-07 15:15:00,2024-10-08 08:27:00,false,35,2024-10-17 15:20:00,2024-10-17 15:40:00,false,45,,34,15,PEQUENO,2024-10-21 17:00:00,0,,,false
4210260803,2024-10-07 13:58:46,2024-10-07 15:34:16,false,22,2024-10-08 08:08:00,2024-10-08 08:15:00,false,68,2024-10-08 09:35:00,2024-10-08 09:52:00,false,9,2024-10-09 13:00:00,2024-10-09 16:11:00,false,29,2024-10-09 16:25:00,2024-10-10 07:33:00,false,11,2024-10-09 16:17:37,2024-10-09 16:17:37,false,0,2024-10-16 08:14:00,2024-10-16 08:19:00,false,61,,34,15,PEQUENO,2024-10-17 13:00:00,0,,,false
4210260901,2024-09-30 08:23:44,2024-09-30 13:13:50,false,22,2024-09-30 13:15:00,2024-09-30 13:20:00,false,68,2024-09-30 14:00:00,2024-09-30 15:24:00,false,68,2024-10-02 14:04:00,2024-10-03 11:09:00,true,29,2024-10-04 15:40:00,2024-10-07 08:00:00,false,13,2024-10-03 11:45:26,2024-10-03 11:45:26,false,0,2024-10-07 15:40:00,2024-10-08 13:50:00,false,61,,34,39,MÉDIO,2024-10-09 08:00:00,0,,,false
4210261001,2024-10-01 08:13:15,2024-10-01 10:40:35,true,22,2024-10-02 10:05:00,2024-10-02 10:30:00,false,68,2024-10-01 11:20:00,2024-10-01 14:30:00,false,6,2024-10-03 14:20:00,2024-10-04 08:15:00,false,29,2024-10-04 15:40:00,2024-10-08 15:41:00,false,87,2024-10-04 08:36:54,2024-10-04 08:36:54,false,0,2024-10-10 07:23:00,2024-10-10 10:10:00,false,62,,34,39,GRANDE,2024-10-15 14:30:00,0,,,false
4210261201,2024-10-15 18:14:19,2024-10-16 10:09:24,false,98,2024-10-16 10:16:00,2024-10-16 17:05:00,false,68,2024-10-16 15:02:00,2024-10-16 15:54:00,false,9,2024-10-16 17:00:00,2024-10-17 09:30:00,false,29,2024-10-17 10:20:00,2024-10-18 14:15:00,false,21,2024-10-17 09:31:46,2024-10-17 09:31:46,false,0,2024-10-22 09:17:00,2024-10-22 10:52:00,false,45,FALTANDO 2 PARES DE CORREDIÇAS DE 450 E TAPA FUROS CINZA CRISTA PQ 1 CARTELA 25/10             tudo ok 28/10 thiago,34,15,MÉDIO,2024-10-28 08:00:00,0,,,false
4210261202,2024-10-16 10:41:19,2024-10-16 14:43:06,false,22,2024-10-16 15:03:00,2024-10-16 15:30:00,false,83,2024-10-17 09:14:00,2024-10-17 10:00:00,false,6,2024-10-17 10:00:00,2024-10-17 11:55:00,true,29,2024-10-17 15:45:00,2024-10-18 09:05:00,false,13,2024-10-17 13:16:48,2024-10-17 13:16:48,false,0,2024-10-24 08:30:00,2024-10-24 16:37:00,true,61,,34,15,,2024-10-28 08:00:00,0,,,false
4210261301,2024-10-09 15:42:07,2024-10-09 17:04:42,false,22,2024-10-10 07:35:00,2024-10-10 07:47:00,false,68,2024-10-10 08:47:00,2024-10-10 09:50:00,false,54,2024-10-10 16:30:00,2024-10-11 08:30:00,false,29,2024-10-11 09:45:00,2024-10-15 08:25:00,false,13,2024-10-14 07:55:00,2024-10-15 07:45:00,false,83,2024-10-19 08:47:00,2024-10-19 09:58:00,false,28,,34,15,GRANDE,2024-10-23 08:00:00,0,,,false
4210261401,2025-03-04 11:35:57,2025-03-04 16:48:28,false,22,2025-03-05 07:39:00,2025-03-05 08:32:00,false,68,2025-03-05 09:36:00,2025-03-05 11:45:00,false,9,2025-03-06 07:57:00,2025-03-06 16:54:00,true,29,2025-03-07 07:40:00,2025-03-13 09:30:00,false,113,2025-03-07 07:40:00,2025-03-13 09:30:00,false,113,2025-03-12 16:28:00,2025-03-13 10:45:00,false,107,"31/03/2025 ATENÇÃO, FALTANDO UMA PEÇA QUE FICOU NA FÁBRICA. OK",96,15,MÉDIO,2025-03-17 08:54:00,0,,,false
4210261402,2025-03-03 15:31:04,2025-03-04 11:30:34,true,22,2025-03-04 14:08:00,2025-03-04 14:32:00,false,68,2025-03-04 14:16:00,2025-03-04 16:45:00,false,9,2025-03-05 14:46:00,2025-03-05 16:22:00,true,29,2025-03-05 16:40:00,2025-03-06 11:28:00,false,14,2025-03-05 16:36:00,2025-03-05 16:36:00,false,0,2025-03-06 15:36:00,2025-03-06 16:46:00,false,107,,96,15,MÉDIO,2025-03-11 11:50:00,0,,,false
4210261403,2025-03-12 15:48:21,2025-03-19 09:36:26,true,61,2025-03-13 09:40:00,2025-03-13 10:04:00,false,68,2025-03-17 15:08:00,2025-03-19 09:48:00,false,9,2025-03-19 18:00:00,2025-03-25 13:28:00,false,71,2025-03-26 18:05:00,2025-03-27 13:50:00,false,113,2025-03-25 13:17:47,2025-03-25 13:17:47,false,0,2025-03-27 15:18:00,2025-03-27 16:30:00,false,0,,96,15,MÉDIO,2025-03-28 14:04:00,0,,,false
4210261404,2025-03-04 16:55:00,2025-03-05 08:10:55,true,22,2025-03-06 16:33:06,2025-03-06 16:33:06,false,0,2025-03-05 09:00:00,2025-03-05 09:30:00,false,9,2025-03-06 07:24:00,2025-03-06 15:35:00,true,29,2025-03-06 16:40:00,2025-03-07 10:11:00,false,30,2025-03-06 16:33:07,2025-03-06 16:33:07,false,0,2025-03-10 09:14:00,2025-03-10 09:23:00,false,62,"07/03/2025 FALTANDO PORTAS DE ALUMINIO 914X778 = 2 PÇS
PORTAS OK DIA 07/03/2025",96,15,PEQUENO,2025-03-12 16:07:00,0,,,false
4210261501,2024-10-28 13:06:27,2024-10-29 09:03:10,false,22,2024-10-31 16:00:02,2024-10-31 16:00:02,false,0,2024-11-19 16:47:46,2024-11-19 16:47:46,false,0,2024-10-31 16:00:06,2024-10-31 16:00:06,false,0,2024-10-31 16:00:07,2024-10-31 16:00:07,false,,2024-11-07 14:40:00,2024-11-19 16:40:00,false,13,,2024-11-20 15:12:00,false,62,,96,15,GRANDE,2024-11-21 08:16:00,0,,,false
4210261502,2024-10-26 13:44:08,2024-10-28 11:46:02,false,14,2024-10-28 13:40:00,2024-10-28 14:52:00,false,68,2024-10-28 15:20:00,2024-10-29 08:53:00,false,54,2024-10-29 09:50:00,2024-10-29 16:30:00,false,29,2024-10-30 10:55:00,2024-10-31 11:22:00,false,99,2024-10-29 09:35:00,2024-11-06 08:40:00,false,8,2024-11-01 08:39:00,2024-11-01 11:35:00,false,96," PORTAS DE ALUMINIO 2199X591 = 2 PEÇAS OK DIA 12/11/2024
 676X592 = 4 PEÇAS OK DIA 12/11/2024
744X592 = 4 PEÇAS OK DIA 12/11/2024
AMBIENTE GUARDADO EM DOIS LUGARES              *******ATENÇÃO********* OK 21/11/2024",34,15,GRANDE,2024-11-04 13:00:00,0,,,false
4210261503,2024-10-24 16:01:10,2024-10-25 15:13:48,true,58,2024-10-28 08:30:00,2024-10-28 10:45:00,false,83,2024-10-28 10:00:00,2024-10-28 14:10:00,false,54,2024-10-28 14:10:00,2024-10-29 09:10:00,false,29,2024-10-29 09:25:00,2024-10-30 17:20:00,false,30,2024-10-29 09:16:34,2024-10-29 09:16:34,false,0,2024-10-31 09:08:00,2024-10-31 14:40:00,false,96,,34,15,GRANDE,2024-11-04 14:53:00,0,,,false
4210261504,2024-12-11 16:53:39,2024-12-12 09:35:22,true,98,2024-12-13 14:13:22,2024-12-13 14:13:22,false,0,2024-12-12 10:00:00,2024-12-12 11:32:00,false,105,2024-12-13 14:20:00,2024-12-14 07:35:00,false,29,2024-12-16 13:20:00,2024-12-17 09:00:00,false,30,2024-12-13 14:20:00,2024-12-18 09:24:00,false,35,2024-12-17 15:46:00,2024-12-18 10:30:00,false,62,"17/12/2024 FALTANDO PORTAS DE ALUMINIO 495X487 =  4 PEÇAS
19/12/2024 FALTANDO 2 PORTAS  DE ALUMÍNIO OK DIA 24/12/2024",96,15,MÉDIO,2024-12-19 10:37:00,0,,,false
4210261505,2024-10-24 16:25:18,2024-10-25 13:18:52,false,22,2024-10-28 10:05:00,2024-10-28 11:22:00,false,68,2024-10-25 13:35:00,2024-10-25 15:05:00,false,9,2024-10-25 15:10:00,2024-10-28 08:22:00,false,29,2024-10-28 16:10:00,2024-10-30 10:32:00,false,99,2024-10-28 13:55:00,2024-10-29 10:07:00,false,83,2024-10-30 14:00:00,2024-10-30 16:39:00,false,62,FALTA 08 PARES DE CORREDIÇAS DE 500 31/10/2024 THIAGO. OK 20/11 CORREDIÇA CARREGADO PELO BAHIA 21/11/2024,96,15,GRANDE,2024-10-31 10:00:00,0,,,false
4210261506,2024-10-25 13:22:47,2024-10-26 07:27:56,false,22,2024-10-28 10:15:00,2024-10-28 10:20:00,false,25,2024-10-28 08:56:00,2024-10-28 09:50:00,false,6,2024-10-28 09:40:00,2024-10-28 13:50:00,false,71,2024-10-28 14:35:00,2024-10-28 17:17:00,false,30,2024-10-29 09:15:00,2024-10-30 16:12:00,false,35,2024-10-29 07:47:00,2024-10-31 15:10:00,false,96,FALTA 04 PARES DE CORREDIÇAS 500 04/11/2024 THIAGO. OK 20/11 COREDIÇA CARREGADO PELO BAHIA 21/11/2024,96,15,GRANDE,2024-11-04 10:00:00,0,,,false
4210261507,2024-10-26 07:31:07,2024-10-26 07:31:13,false,98,2024-10-28 07:53:00,2024-10-28 07:54:00,false,68,2024-10-28 08:11:00,2024-10-28 08:36:00,false,6,2024-10-28 08:40:00,2024-10-28 09:03:00,false,32,2024-10-28 09:35:00,2024-10-29 10:35:00,false,14,2024-10-28 09:25:54,2024-10-28 09:25:54,false,0,2024-10-29 11:00:00,2024-10-29 11:16:00,false,62," PORTA DE ALUMINIO 890X870 = 1 PEÇA  OK DIA 04/11/2024                                                                                                
 FALTANDO 1 PAR CORREDIÇA 300 INVISÍVEL   OK 20/11   CORREDIÇA CARREGADO PELO BAHIA 21/11/2024                                                                                                         29/10/2024 - LEONARDO OLIVEIRA",96,15,PEQUENO,2024-10-29 09:00:00,0,,,false
4210261508,2024-10-26 11:13:15,2024-10-26 11:28:22,false,14,2024-10-28 08:50:00,2024-10-28 09:25:00,false,30,2024-10-28 10:00:00,2024-10-28 11:50:00,false,54,2024-10-28 13:00:00,2024-10-29 13:12:00,true,71,2024-10-29 14:15:00,2024-10-30 10:52:00,false,14,2024-10-30 11:10:00,2024-10-30 15:57:00,false,83,2024-10-30 10:27:00,2024-10-31 16:05:00,false,96,FALTANDO PUXADOR PORTAS OK DIA 30/10/2024                                                                                                    FALTA 06 PARES DE CORREDIÇAS 500 04/11/2024 THIAGO. OK 20/11 CORREDIÇA CARREGADO PELO BAHIA 21/11/2024,96,15,GRANDE,2024-11-04 10:00:00,0,,,false
4210261509,2024-10-26 08:17:35,2024-10-26 09:03:02,false,98,2024-10-28 07:55:00,2024-10-28 07:54:00,false,68,2024-10-28 07:38:00,2024-10-28 08:03:00,false,6,2024-10-28 08:10:00,2024-10-28 08:40:00,false,32,2024-10-28 09:40:00,2024-10-28 15:39:00,false,99,2024-10-28 09:28:46,2024-10-28 09:28:46,false,0,2024-10-28 16:03:00,2024-10-28 16:15:00,false,62,"FALTANDO PORTA DE ALUMINIO 890X770 = 1 PEÇA     OK DIA 04/11/2024                                                                                                           
 FALTA 01 PAR DE CORREDIÇA DE 300. 29/10/24 THIAGO. 20/11 CORREDIÇA CARREGADO PELO BAHIA 21/11/2024",96,15,PEQUENO,2024-10-29 09:30:00,0,,,false
4210261510,2024-10-26 07:32:49,2024-10-26 08:15:29,false,98,2024-10-28 07:54:00,2024-10-28 07:55:00,false,68,2024-10-28 08:37:00,2024-10-28 08:53:00,false,54,2024-10-28 09:07:00,2024-10-28 09:12:00,false,29,2024-10-28 09:50:00,2024-10-28 14:18:00,false,30,2024-10-28 09:45:19,2024-10-28 09:45:19,false,0,2024-10-28 14:30:00,2024-10-28 14:40:00,false,62,"PORTAS DE ALUMINIO 894X750 = 2 PEÇAS  OK DIA 04/11/2024                                                                                                                   
FALTA CORREDIÇA 1 PAR 300. 29/10/24 THIAGO. OK 20/11 CORREDIÇA CARREGADO PELO BAHIA 21/11/2024",96,15,PEQUENO,2024-10-29 09:00:00,0,,,false
4210261511,2024-10-25 15:17:50,2024-10-25 15:41:37,false,58,2024-10-28 08:00:00,2024-10-28 08:04:00,false,68,2024-10-28 09:40:00,2024-10-28 09:45:00,false,9,2024-10-28 10:06:47,2024-10-28 10:06:47,false,0,2024-10-28 10:06:48,2024-10-28 10:06:48,false,0,2024-10-28 10:30:00,2024-10-29 09:04:00,false,35,2024-10-28 09:10:00,2024-10-20 09:25:00,false,61,,62,15,MÉDIO,2024-10-29 09:10:00,0,,,false
4210261601,2024-10-09 10:50:11,2024-10-09 10:50:14,false,58,2024-10-09 13:53:00,2024-10-09 14:25:00,false,68,2024-10-09 11:15:00,2024-10-09 13:10:00,false,6,2024-10-10 11:30:00,2024-10-10 15:23:00,false,29,2024-10-10 16:15:00,2024-10-14 08:41:00,false,99,2024-10-10 07:35:00,2024-10-10 14:58:00,false,35,2024-10-17 16:40:00,2024-10-17 17:10:00,false,45,FALTANDO 1 CARTELA DE TAPA FURO PQ GRAFITO 21/10 THIAGO  OK     23/10,34,39,MÉDIO,2024-10-21 17:00:00,0,,,false
4210261901,2024-10-17 16:32:41,2024-10-17 17:44:15,false,22,2024-10-18 08:02:00,2024-10-18 08:23:00,false,68,2024-10-18 07:40:00,2024-10-18 08:09:00,false,54,2024-10-21 14:09:18,2024-10-21 14:09:18,false,29,2024-10-22 08:10:00,2024-10-23 07:36:00,false,14,2024-10-23 17:10:00,2024-10-24 09:55:00,false,35,2024-10-24 09:47:00,2024-10-24 10:22:00,false,61,,34,15,PEQUENO,2024-10-29 09:16:00,0,,,false
4210262101,2025-02-12 15:44:55,2025-02-12 17:50:57,false,22,2025-02-13 11:12:20,2025-02-13 11:17:00,false,68,2025-02-13 08:15:00,2025-02-13 08:30:00,false,9,2025-02-14 13:45:00,2025-02-15 08:17:00,false,29,2025-02-17 13:25:00,2025-02-20 14:47:00,false,87,2025-02-17 13:25:00,2025-02-20 14:47:00,false,87,2025-02-19 08:00:00,2025-02-20 15:40:00,true,62,,96,15,MÉDIO,2025-02-25 11:15:00,0,,,false
4210262102,2025-02-12 10:25:38,2025-02-12 14:58:04,false,22,2025-02-13 13:04:00,2025-02-13 13:35:00,false,68,2025-02-13 15:40:00,2025-02-13 17:12:00,false,6,2025-02-15 11:00:00,2025-02-15 13:10:00,false,29,2025-02-18 11:45:00,2025-02-19 09:29:00,false,30,2025-02-25 14:50:00,2025-02-27 08:13:00,false,35,2025-02-19 17:20:00,2025-02-27 10:06:00,false,65,,96,15,MÉDIO,2025-02-28 15:34:00,0,,,false
4210262103,2025-02-13 09:45:14,2025-02-13 17:37:25,false,61,2025-02-14 08:31:00,2025-02-14 09:30:00,false,68,2025-02-14 08:50:00,2025-02-14 11:40:00,false,6,2025-02-17 07:40:00,2025-02-18 09:40:00,false,29,2025-02-18 10:20:00,2025-02-20 17:22:00,false,11,2025-02-18 09:57:06,2025-02-18 09:57:06,false,0,2025-02-21 11:16:00,2025-02-24 08:55:00,false,62,"20/02/2025 FALTANDO PORTAS DE ALUMINIO  385X477 = 2 PÇS
PORTAS OK DIA 07/03/2025
26/02/2025 ATENÇÃO FALTANDO 12 CARTELAS DE TAPA FURO CARVALHO PORO",96,15,GRANDE,2025-02-26 08:48:00,0,,,false
4210262104,2025-02-11 14:04:07,2025-02-11 16:54:52,false,22,2025-02-12 10:39:00,2025-02-12 10:58:00,false,68,2025-02-12 08:20:00,2025-02-12 09:53:00,false,6,2025-02-13 16:10:00,2025-02-15 08:09:00,false,29,2025-02-17 09:00:00,2025-02-17 17:15:00,false,13,2025-02-17 08:25:24,2025-02-17 08:25:24,false,0,2025-02-19 10:26:00,2025-02-19 11:38:00,false,65,"17/02/2025 FALTANDO PORTAS DE ALUMINIO 1754X417 = 4 PÇS  OK DIA 21/02/2025
24/02/2025 FALTANO 03 CARTELAS TAPA FURO CARVALHO PURO",96,15,MÉDIO,2025-02-21 15:23:00,0,,,false
4210262105,2025-02-12 17:55:00,2025-02-13 07:29:08,true,58,2025-02-13 07:42:00,2025-02-13 07:50:00,false,68,2025-02-13 13:35:00,2025-02-13 14:07:00,false,105,2025-02-14 15:20:00,2025-02-15 10:12:00,false,29,2025-02-18 08:20:00,2025-02-18 15:00:00,false,21,2025-02-17 08:28:41,2025-02-17 08:28:41,false,0,2025-02-19 14:52:00,2025-02-19 15:38:00,false,65,5,96,15,MÉDIO,2025-02-25 10:53:00,0,,,false
4210262106,2024-12-18 13:14:25,2024-12-18 14:38:55,false,14,2024-12-19 08:15:00,2024-12-19 09:31:00,false,68,2024-12-19 08:30:00,2024-12-23 09:30:00,false,6,2024-12-23 10:28:45,2024-12-23 10:28:45,false,0,2024-12-31 11:10:00,2025-01-02 08:51:00,false,11,2024-12-23 10:28:50,2024-12-23 10:28:50,false,0,2025-01-02 11:53:00,2025-01-02 13:41:00,false,65,"03/01/2025 ATENÇAO FALTA SUPORTE MAO FRANCESA 40 UND OK

22/01/2025 MAO FRANCESA OK",96,15,PEQUENO,2025-01-03 09:10:00,0,,,false
4210262108,2025-02-13 14:20:40,2025-02-13 16:38:24,true,110,2025-02-14 07:35:00,2025-02-14 08:03:00,false,68,2025-02-14 08:15:00,2025-02-14 09:00:00,false,6,2025-02-15 11:00:00,2025-02-15 14:05:50,false,29,2025-02-17 13:40:00,2025-02-18 10:13:00,false,30,2025-02-17 08:22:37,2025-02-17 08:22:37,false,0,2025-02-19 13:48:00,2025-02-19 14:48:00,false,65,,96,15,PEQUENO,2025-02-25 11:08:00,0,,,false
4210262109,2025-02-12 11:03:32,2025-02-12 15:08:17,false,61,2025-02-13 07:54:00,2025-02-13 08:10:00,false,68,2025-02-13 08:50:00,2025-02-13 09:30:00,false,105,2025-02-14 14:20:00,2025-02-15 08:37:00,false,29,2025-02-17 08:00:00,2025-02-18 08:05:00,false,21,2025-02-17 07:43:05,2025-02-17 07:43:05,false,0,2025-02-18 17:15:00,2025-02-19 08:16:00,false,65,"18/02/2025 FALTANDO PORTAS DE ALUMINIO 1143X296 =1 PÇ
                                                                                             1143X566 =1 PÇ  OK DIA 21/02/2025",96,15,PEQUENO,2025-02-20 11:00:00,0,,,false
4210262110,2025-02-12 15:10:19,2025-02-12 17:42:12,false,14,2025-02-13 07:35:00,2025-02-13 07:39:00,false,68,2025-02-13 08:35:00,2025-02-13 08:45:00,false,105,2025-02-14 10:50:00,2025-02-14 11:38:00,false,71,2025-02-14 14:40:00,2025-02-17 08:50:00,false,13,2025-02-14 11:58:02,2025-02-14 11:58:02,false,0,2025-02-17 09:50:00,2025-02-17 11:30:00,false,107,,96,15,PEQUENO,2025-02-20 13:18:00,0,,,false
4210262111,2025-02-12 17:43:51,2025-02-13 07:54:01,false,28,2025-02-13 10:20:00,2025-02-13 10:34:00,false,68,2025-02-13 13:50:00,2025-02-13 15:20:00,false,9,2025-02-14 11:42:00,2025-02-15 09:15:00,false,29,2025-02-18 07:35:00,2025-02-19 13:45:00,false,13,2025-02-17 08:23:41,2025-02-17 08:23:41,false,0,2025-02-19 15:41:00,2025-02-19 16:27:00,false,65,"19/02/2025 FALTANDO PORTAS DE ALUMINIO 1213X596 = 2 PÇS
                                                                                             1213X301 = 2 PÇS  OK DIA 21/02/2025
24/02/2025 ATENÇÃO FALTANDO TAPA FURO GRANDE CARVALHO PURO",96,15,PEQUENO,2025-02-21 11:29:00,0,,,false
4210262113,2025-02-18 13:33:33,2025-02-18 15:37:12,false,61,2025-02-19 18:01:40,2025-02-19 18:01:40,false,0,2025-02-18 16:10:00,2025-02-19 07:55:00,false,6,2025-02-19 14:40:00,2025-02-20 14:12:00,false,71,2025-02-21 07:35:00,2025-02-21 10:16:00,false,11,2025-02-19 18:05:00,2025-02-21 14:30:00,false,83,2025-02-24 08:56:00,2025-02-24 11:23:00,false,65,,96,15,MÉDIO,2025-02-26 09:21:00,0,,,false
4210262114,2024-12-18 14:59:19,2024-12-19 10:29:48,false,14,2024-12-19 11:20:00,2024-12-19 11:51:00,false,68,2024-12-19 13:20:00,2024-12-19 15:36:00,false,9,2025-01-02 13:17:00,2025-01-03 15:05:00,false,29,2025-01-03 15:50:00,2025-01-08 09:40:00,false,113,2024-12-26 08:30:00,2024-12-30 09:27:00,false,35,2025-01-08 16:00:00,2025-01-09 08:10:00,false,62,"13/01/2025: ATENÇAO FALTAM 14 PARES CORREDIÇAS 45MM
27/01/2025 CORREDIÇA OK",96,15,GRANDE,2025-01-13 14:03:00,0,,,false
4210262115,2025-02-11 17:11:04,2025-02-12 08:07:38,true,22,2025-02-12 14:41:00,2025-02-12 15:05:00,false,68,2025-02-12 13:10:00,2025-02-12 13:57:00,false,105,2025-02-14 10:30:00,2025-02-15 10:45:00,false,29,2025-02-18 15:15:00,2025-02-18 16:25:00,false,21,2025-02-12 17:10:00,2025-02-17 10:40:00,false,83,2025-02-19 09:02:00,2025-02-19 09:25:00,false,65,18/02/2025 FALTANDO METALON OK DIA 19/03/2025,96,15,MÉDIO,2025-02-20 10:42:00,0,,,false
4210262116,2025-02-12 08:53:01,2025-02-12 10:08:36,false,22,2025-02-13 08:15:00,2025-02-13 09:21:00,false,68,2025-02-12 10:30:33,2025-02-12 10:55:00,false,105,2025-02-14 07:30:00,2025-02-15 09:44:00,false,29,2025-02-17 08:05:00,2025-02-17 11:53:00,false,87,2025-02-17 07:58:57,2025-02-17 07:58:57,false,0,2025-02-17 15:03:00,2025-02-17 16:50:00,false,62,27/02/2025 ATENÇÃO FALTANDO 03 CARTELAS DE TAPA FURO CARVALHO PORO,96,15,PEQUENO,2025-02-21 10:07:00,0,,,false
4210262201,2024-10-03 08:52:53,2024-10-03 14:10:09,true,22,2024-10-07 06:52:26,2024-10-07 06:52:26,false,0,2024-10-03 15:26:00,2024-10-03 15:51:00,false,54,2024-10-05 10:00:00,2024-10-05 14:07:00,true,32,2024-10-08 07:35:00,2024-10-08 08:40:00,false,99,2024-10-07 06:52:27,2024-10-07 06:52:27,false,0,2024-10-16 15:03:00,2024-10-16 16:35:00,false,61,FALTANDO 3 PARES DE CORREDIÇAS TELESCOPCA 500    18/10   THIAGO  OK 21/10  THIAGO,34,15,MÉDIO,2024-10-21 08:00:00,0,,,false
4210262301,2024-10-29 11:04:39,2024-10-29 14:05:50,false,22,2024-10-30 08:35:00,2024-10-30 09:22:00,false,68,2024-10-29 17:48:00,2024-10-30 09:39:00,false,6,2024-10-30 07:55:00,2024-10-30 09:39:00,false,29,2024-10-30 13:45:00,2024-10-31 14:30:00,false,11,2024-10-30 10:08:45,2024-10-30 10:08:45,false,0,2024-11-01 11:40:00,2024-11-01 14:35:00,false,96,FALTA 04 PARES DE CORREDIÇAS 500 05/11/2024 THIAGO. OK 20/11 CORREDIÇA CARREGADO PELO BAHIA 21/11/2024,96,15,MÉDIO,2024-11-05 10:00:00,0,,,false
